genesymbol,seqname,start,end
ANO1,chr11,69985907,70189530
ENSG00000254605,chr11,70014858,70021059
LINC02753,chr11,70056230,70065371
LINC02584,chr11,70072434,70075433
RNU6-1175P,chr11,70075363,70075469
ENSG00000255143,chr11,70129297,70149623
ANO1-AS1,chr11,70187788,70188509
FADD,chr11,70203296,70207390
ENSG00000254721,chr11,70206291,70207390
ENSG00000289074,chr11,70269193,70270510
PPFIA1,chr11,70270690,70385312
H2AZP4,chr11,70278921,70279297
ENSG00000254604,chr11,70282367,70363368
MIR548K,chr11,70283955,70284070
ENSG00000254484,chr11,70319928,70321415
ENSG00000255539,chr11,70324871,70327209
ENSG00000254495,chr11,70358198,70358677
CTTN-DT,chr11,70372246,70398488
CTTN,chr11,70398404,70436584
SHANK2,chr11,70467854,71252577
ENSG00000227726,chr11,70477277,70477592
ENSG00000279459,chr11,70603304,70604859
SHANK2-AS1,chr11,70626441,70635658
SHANK2-AS2,chr11,70646165,70647562
Y_RNA,chr11,70705167,70705269
ENSG00000280089,chr11,70705605,70706068
SHANK2-AS3,chr11,70862790,70865115
MIR3664,chr11,70872270,70872368
ENSG00000286708,chr11,70886090,70896305
ACTE1P,chr11,71382601,71423423
DHCR7,chr11,71428193,71452868
ENSG00000254682,chr11,71448562,71452157
NADSYN1,chr11,71453109,71524107
MIR6754,chr11,71473503,71473568
ENSG00000254924,chr11,71506061,71506380
KRTAP5-7,chr11,71527267,71528669
KRTAP5-8,chr11,71538025,71539209
KRTAP5-9,chr11,71548420,71549608
ENSG00000286948,chr11,71563389,71565608
KRTAP5-10,chr11,71565563,71566735
ENSG00000248903,chr11,71568680,71568934
KRTAP5-14P,chr11,71579728,71579848
KRTAP5-11,chr11,71581855,71603353
OR7E87P,chr11,71593454,71594382
UNC93B6,chr11,71603260,71608040
OR7E4P,chr11,71620020,71621032
ENSG00000255415,chr11,71629045,71629421
ENSG00000284625,chr11,71639551,71639769
RPS3AP41,chr11,71669520,71670297
ALG1L9P,chr11,71673885,71818238
SNRPCP14,chr11,71690453,71690657
ENSG00000254972,chr11,71701268,71705404
ENPP7P8,chr11,71711740,71781183
ENSG00000285933,chr11,71745331,71747051
FAM86C1P,chr11,71787480,71804995
ALG1L9P,chr11,71800541,71804640
ZNF705E,chr11,71814045,71821548
DEFB108B,chr11,71833200,71837710
RNA5SP342,chr11,71845196,71845245
DEFB130C,chr11,71856277,71863658
ENSG00000254469,chr11,71865504,71928654
DEFB131B,chr11,71878453,71884561
OR7E128P,chr11,71893410,71894433
OR7E126P,chr11,71903194,71904081
RNF121,chr11,71929018,71997597
ENSG00000255296,chr11,71938671,71939544
IL18BP,chr11,71998613,72005715
NUMA1,chr11,72002864,72080693
ENSG00000251143,chr11,72014291,72020910
RNU6-72P,chr11,72047873,72047951
MIR3165,chr11,72072228,72072302
LRTOMT,chr11,72080331,72110782
LRRC51,chr11,72080337,72096895
LAMTOR1,chr11,72085895,72103297
TOMT,chr11,72105924,72109329
ANAPC15,chr11,72106378,72112780
FOLR3,chr11,72114869,72139892
RPEP6,chr11,72131282,72131907
FOLR1P1,chr11,72158822,72159734
ENSG00000204971,chr11,72163322,72209241
ENSG00000255860,chr11,72172455,72177954
FOLR1,chr11,72189558,72196323
FOLR2,chr11,72216601,72221950
INPPL1,chr11,72223701,72239147
PHOX2A,chr11,72239077,72245664
ENSG00000228286,chr11,72249856,72251288
ENSG00000285864,chr11,72261731,72290688
ENSG00000213365,chr11,72280151,72281178
CLPB,chr11,72285495,72434680
ENSG00000255843,chr11,72302139,72302965
ENSG00000256739,chr11,72351347,72353210
ENSG00000255672,chr11,72354516,72363555
ENSG00000256403,chr11,72410716,72412079
ART2BP,chr11,72478221,72479237
ART2P,chr11,72519986,72521733
ENSG00000276109,chr11,72551049,72551919
ENSG00000274664,chr11,72562044,72562554
LINC01537,chr11,72570660,72573229
PDE2A,chr11,72576141,72674591
PDE2A-AS2,chr11,72584572,72587979
MIR139,chr11,72615063,72615130
RNU7-105P,chr11,72621766,72621827
PDE2A-AS1,chr11,72643237,72659407
ARAP1,chr11,72685069,72793599
ARAP1-AS1,chr11,72685075,72693808
ENSG00000286555,chr11,72689650,72695821
ARAP1-AS2,chr11,72700474,72705607
RPS12P20,chr11,72708186,72708565
STARD10,chr11,72754729,72794047
Y_RNA,chr11,72766004,72766116
MIR4692,chr11,72783530,72783592
ENSG00000285693,chr11,72793624,72814054
ATG16L2,chr11,72814406,72843674
FCHSD2,chr11,72836745,73142318
RNU6-672P,chr11,72869544,72869650
ENSG00000234751,chr11,72940498,72941112
ENSG00000289625,chr11,73157173,73182911
ENSG00000256568,chr11,73157946,73181724
ENSG00000215841,chr11,73214851,73218223
P2RY2,chr11,73218281,73242427
ENSG00000260401,chr11,73238975,73242335
OR8R1P,chr11,73248779,73249867
P2RY6,chr11,73264498,73305103
ARHGEF17-AS1,chr11,73307235,73309361
ARHGEF17,chr11,73308276,73369388
RELT,chr11,73376399,73397474
ENSG00000256928,chr11,73395559,73396436
FAM168A,chr11,73400487,73598189
ENSG00000256448,chr11,73405297,73410682
ENSG00000255786,chr11,73452020,73452344
ENSG00000256148,chr11,73510658,73510820
HMGN2P38,chr11,73580253,73580517
ENSG00000270323,chr11,73640479,73641037
PLEKHB1,chr11,73646178,73662819
RAB6A,chr11,73675638,73761137
ENSG00000255928,chr11,73722349,73722694
ENSG00000256034,chr11,73760563,73761070
MRPL48,chr11,73787872,73865133
RN7SKP243,chr11,73832382,73832690
MIX23P5,chr11,73850469,73851211
COA4,chr11,73872667,73876901
PAAF1,chr11,73876699,73931114
ARPC3P4,chr11,73921665,73922196
DNAJB13,chr11,73951026,73970366
ENSG00000255847,chr11,73963657,73970287
UCP2,chr11,73974672,73982843
ENSG00000287425,chr11,73983449,73985562
ENSG00000256189,chr11,73991283,73992180
ENSG00000256723,chr11,73994972,73996151
UCP3,chr11,74000277,74009085
C2CD3,chr11,74012718,74171210
ENSG00000256098,chr11,74142151,74142358
PPME1,chr11,74171267,74254703
RNA5SP343,chr11,74198748,74198854
ENSG00000280269,chr11,74204869,74205746
P4HA3,chr11,74235801,74311640
ENSG00000206913,chr11,74252414,74252552
P4HA3-AS1,chr11,74311362,74324705
PGM2L1,chr11,74330316,74398433
HNRNPA1P40,chr11,74354443,74355720
ENSG00000254631,chr11,74397549,74485742
ENSG00000255440,chr11,74398825,74416379
MIR548AL,chr11,74399237,74399333
KCNE3,chr11,74454841,74467729
ENSG00000254928,chr11,74455348,74456825
CYCSP27,chr11,74482250,74482542
ENSG00000254974,chr11,74485580,74486051
LIPT2,chr11,74490519,74493724
ENSG00000254837,chr11,74493366,74498533
POLD3,chr11,74493851,74669117
RANP3,chr11,74652636,74652911
RN7SKP297,chr11,74685224,74685505
CHRDL2,chr11,74696429,74731426
ENSG00000279353,chr11,74698231,74699658
MIR4696,chr11,74720268,74720337
ENSG00000241097,chr11,74738478,74738796
ENSG00000227615,chr11,74745716,74746114
RNF169,chr11,74748849,74842413
XRRA1,chr11,74807739,74949200
ENSG00000278879,chr11,74830574,74832510
RN7SL239P,chr11,74845910,74846209
ENSG00000241170,chr11,74876286,74920022
ENSG00000286943,chr11,74931724,74936937
SPCS2,chr11,74949261,74979033
RNU6-216P,chr11,74968189,74968292
NEU3,chr11,74988279,75018893
ENSG00000284722,chr11,75069243,75096964
OR2AT2P,chr11,75071148,75072052
NPM1P50,chr11,75079265,75080131
OR2AT4,chr11,75081753,75096876
ENSG00000255395,chr11,75099172,75140148
SLCO2B1,chr11,75100563,75206549
OR2AT1P,chr11,75131138,75131880
TPBGL-AS1,chr11,75206048,75241173
ZDHHC20P3,chr11,75228322,75228657
TPBGL,chr11,75240774,75243704
ARRB1,chr11,75260122,75351705
ENSG00000254429,chr11,75260127,75261025
ENSG00000279117,chr11,75260129,75262466
ENSG00000254963,chr11,75264289,75265170
MIR326,chr11,75335092,75335186
RPS3,chr11,75399515,75422280
SNORD15A,chr11,75400391,75400538
SNORD15B,chr11,75404421,75404566
KLHL35,chr11,75422394,75433203
GDPD5,chr11,75434640,75525941
ENSG00000254460,chr11,75506937,75508391
SERPINH1,chr11,75562056,75572783
ENSG00000255326,chr11,75583196,75594665
MAP6,chr11,75586918,75669038
ENSG00000255434,chr11,75596144,75597270
ENSG00000254630,chr11,75635883,75638587
ENSG00000255280,chr11,75642600,75642889
MOGAT2,chr11,75717838,75732958
RN7SL786P,chr11,75742129,75742426
DGAT2-DT,chr11,75758455,75768647
DGAT2,chr11,75759512,75801535
ENSG00000254826,chr11,75775904,75776929
ENSG00000254814,chr11,75800877,75803415
UVRAG-DT,chr11,75803431,75815406
UVRAG,chr11,75815210,76144232
Y_RNA,chr11,75835215,75835323
Y_RNA,chr11,75837544,75837645
PPP1R1AP1,chr11,75911204,75911628
ENSG00000255081,chr11,75914201,75915213
RNA5SP344,chr11,75934936,75935039
ENSG00000254915,chr11,75942129,75942435
ENSG00000255421,chr11,76137315,76137731
WNT11,chr11,76186325,76210736
ENSG00000254933,chr11,76190725,76195071
LINC02761,chr11,76210956,76216025
THAP12,chr11,76349898,76381132
GVQW3,chr11,76381303,76414619
Y_RNA,chr11,76404140,76404252
EMSY-DT,chr11,76435559,76444690
EMSY,chr11,76444923,76553025
ENSG00000254755,chr11,76591023,76591211
LINC02757,chr11,76607853,76630465
ENSG00000255479,chr11,76625462,76626834
ENSG00000254810,chr11,76653597,76656914
ENSG00000236304,chr11,76656984,76663866
LRRC32,chr11,76657524,76670747
ENSG00000254975,chr11,76675079,76703195
GUCY2EP,chr11,76694041,76719801
ENSG00000254632,chr11,76759916,76768622
TSKU,chr11,76782251,76798153
TSKU-AS1,chr11,76782581,76783062
ENSG00000261578,chr11,76800364,76804555
ACER3,chr11,76860859,77026797
ENSG00000254988,chr11,76955417,76978619
B3GNT6,chr11,77034398,77041973
CAPN5,chr11,77066961,77126155
OMP,chr11,77102840,77103331
MYO7A,chr11,77128246,77215241
GDPD4,chr11,77216558,77301687
TOMM20P1,chr11,77313606,77314032
PAK1,chr11,77322017,77474635
ENSG00000268635,chr11,77473371,77477030
CLNS1A,chr11,77514936,77637794
RNU7-59P,chr11,77566934,77566994
AQP11,chr11,77589391,77610356
RSF1,chr11,77660009,77820869
Y_RNA,chr11,77691650,77691751
RSF1-IT2,chr11,77717712,77718411
FTH1P16,chr11,77734475,77735026
RSF1-IT1,chr11,77738680,77739568
ENSG00000219529,chr11,77813319,77813676
AAMDC,chr11,77821109,77918432
ENSG00000254459,chr11,77829654,77872262
ENSG00000254691,chr11,77850604,77851511
ENSG00000255449,chr11,77866412,77870091
ENSG00000241782,chr11,77868722,77869195
INTS4,chr11,77878720,77994671
ENSG00000255115,chr11,77914990,77915275
ENSG00000254829,chr11,78015715,78016495
KCTD14,chr11,78015715,78046191
NDUFC2-KCTD14,chr11,78016971,78079865
ENSG00000254675,chr11,78022933,78023721
THRSP,chr11,78063861,78068351
NDUFC2,chr11,78068297,78079862
ALG8,chr11,78095244,78139660
RNU6-126P,chr11,78133420,78133522
KCTD21-AS1,chr11,78139771,78175323
KCTD21,chr11,78171249,78188626
USP35,chr11,78188812,78215232
GAB2,chr11,78215293,78418348
ENSG00000288538,chr11,78223815,78225909
ENSG00000288853,chr11,78314796,78319236
ENSG00000254420,chr11,78324758,78444049
ENSG00000288393,chr11,78384059,78385739
ENSG00000254649,chr11,78388061,78392405
LINC02728,chr11,78423982,78429836
NARS2,chr11,78435968,78574874
ENSG00000255084,chr11,78533176,78558565
RNU6-311P,chr11,78579255,78579356
COPS8P3,chr11,78581675,78582156
TENM4,chr11,78652829,79441030
ENSG00000254563,chr11,78749250,78756480
ENSG00000255345,chr11,79092848,79098003
ENSG00000254885,chr11,79191558,79193160
MIR708,chr11,79402022,79402109
MIR5579,chr11,79422169,79422226
ENSG00000255209,chr11,79604967,79612300
ENSG00000279295,chr11,79966805,79968708
ENSG00000254471,chr11,79987513,79989630
ENSG00000254434,chr11,80321620,80327911
RNU6-544P,chr11,80527960,80528066
ARL6IP1P3,chr11,80653429,80653988
LINC02720,chr11,80751200,80762826
ENSG00000254437,chr11,80957317,80957634
ENSG00000285568,chr11,81015849,81040236
ENSG00000287912,chr11,81175201,81431520
MTND4LP18,chr11,81552226,81552516
MTND6P25,chr11,81555910,81556425
MIR4300HG,chr11,81821272,82718299
ENSG00000270701,chr11,81842435,81842669
MIR4300,chr11,81890741,81890836
ENSG00000254511,chr11,81970994,81987813
ENSG00000255246,chr11,82603529,82643445
RPS28P7,chr11,82689559,82689768
FAM181B,chr11,82729940,82733864
LINC02734,chr11,82781502,82817741
RBMXP3,chr11,82805354,82806509
PRCP,chr11,82822936,82970584
EIF2S2P6,chr11,82835509,82837222
DDIAS,chr11,82899975,82958277
ENSG00000242279,chr11,82957423,82958216
ENSG00000254698,chr11,82963681,83039115
RAB30,chr11,82973133,83071923
ENSG00000254522,chr11,83040806,83041403
SNORA70E,chr11,83041464,83041598
RAB30-DT,chr11,83072052,83107789
ENSG00000255503,chr11,83072402,83097196
ENSG00000279900,chr11,83083687,83084138
COX5BP4,chr11,83106580,83106961
C1DP5,chr11,83111060,83111442
BCAS2P1,chr11,83132056,83134737
PCF11,chr11,83156988,83187451
ENSG00000254676,chr11,83180144,83184520
ANKRD42-DT,chr11,83184491,83193794
PCF11-AS1,chr11,83185521,83187036
ANKRD42,chr11,83193712,83260694
CKS1BP4,chr11,83209399,83209634
ENSG00000254551,chr11,83209431,83213379
RPL32P24,chr11,83213005,83213404
CCDC90B,chr11,83259081,83286390
CCDC90B-AS1,chr11,83286120,83423516
CYCSP28,chr11,83328926,83329246
ENSG00000274004,chr11,83386988,83387102
DLG2,chr11,83455012,85627922
DLG2-AS2,chr11,83643602,83725390
ENSG00000254629,chr11,83789977,83791578
LDHAL6DP,chr11,83814571,83815263
HNRNPA1P72,chr11,84545131,84546846
ENSG00000240174,chr11,84639993,84640565
ENSG00000254787,chr11,84720826,84800701
ENSG00000274006,chr11,84887207,84887419
ENSG00000276179,chr11,84890744,84890961
ENSG00000255555,chr11,84936689,84955705
ENSG00000255396,chr11,84997226,84997768
HNRNPCP6,chr11,85020785,85021655
ENSG00000254684,chr11,85336075,85336572
ENSG00000254897,chr11,85452282,85453698
RNU6-1292P,chr11,85509938,85510044
TMEM126B,chr11,85628573,85636539
TMEM126A,chr11,85647967,85656547
CREBZF,chr11,85657742,85682908
CCDC89,chr11,85683848,85686195
SYTL2,chr11,85694224,85811159
ENSG00000279742,chr11,85852557,85854943
CCDC83,chr11,85855101,85920021
ENSG00000255005,chr11,85916502,85923682
SLC25A1P1,chr11,85934737,85935663
PICALM,chr11,85957175,86069882
RNU6-560P,chr11,86153227,86153334
LINC02695,chr11,86192787,86193482
FNTAP1,chr11,86195132,86196266
Metazoa_SRP,chr11,86216596,86216878
ENSG00000288809,chr11,86244353,86244973
EED,chr11,86244753,86278813
MIR6755,chr11,86278333,86278398
ENSG00000254783,chr11,86283927,86284668
SETP17,chr11,86294760,86295576
HIKESHI,chr11,86302211,86345943
RN7SL225P,chr11,86324012,86324309
CCDC81,chr11,86374736,86423109
ENSG00000254733,chr11,86431590,86622867
PTP4A1P6,chr11,86432098,86432575
ENSG00000278989,chr11,86434924,86437282
ME3,chr11,86441108,86672636
ENSG00000254731,chr11,86703099,86714092
ENSG00000255250,chr11,86727355,86765467
PRSS23,chr11,86791059,86952910
MOB4P2,chr11,86821143,86821728
OR7E13P,chr11,86832540,86833449
ENSG00000269895,chr11,86833068,86837615
OR7E2P,chr11,86857059,86857947
ENSG00000255471,chr11,86892214,86925037
ENSG00000280339,chr11,86908990,86912238
FZD4,chr11,86945679,86955395
FZD4-DT,chr11,86955616,87021909
HNRNPCP8,chr11,87024583,87025777
TMEM135,chr11,87037844,87328824
XIAPP2,chr11,87094734,87096585
ENSG00000279836,chr11,87121058,87121596
ENSG00000213287,chr11,87258851,87259259
ENSG00000270510,chr11,87323709,87324359
PSMA2P1,chr11,87329407,87330052
ENSG00000255391,chr11,87480736,87481297
ENSG00000279701,chr11,87490144,87491110
ENSG00000278929,chr11,87565994,87566421
RNU6-1135P,chr11,87606783,87606885
U6,chr11,87648489,87648549
LINC02711,chr11,87718354,87719411
ENSG00000279341,chr11,87718667,87721233
MTCYBP41,chr11,87815035,87816157
ENSG00000255022,chr11,87816224,87816524
ENSG00000279793,chr11,87816999,87817567
ENSG00000285835,chr11,87847259,88045608
ENSG00000280307,chr11,87879473,87880095
ENSG00000254794,chr11,87917948,87917999
ENSG00000255516,chr11,88050106,88062110
ENSG00000255102,chr11,88061774,88098147
ENSG00000255241,chr11,88098591,88115835
Y_RNA,chr11,88099995,88100105
RAB38,chr11,88113251,88175443
ENSG00000279733,chr11,88165575,88167691
MIR3166,chr11,88176502,88176593
CTSC,chr11,88265069,88359684
ENSG00000288018,chr11,88337851,88428548
GAPDHP70,chr11,88408179,88409223
GRM5-AS1,chr11,88504576,88524054
GRM5,chr11,88504576,89065982
RNU6-16P,chr11,88612805,88612911
TYR,chr11,89177875,89295759
CBX3P7,chr11,89293745,89294246
ENSG00000279297,chr11,89297717,89298199
ENSG00000279603,chr11,89300709,89301477
NOX4,chr11,89324353,89498187
H3P34,chr11,89498748,89499198
ENSG00000279248,chr11,89533645,89534043
ENSG00000279697,chr11,89545128,89545744
ENSG00000255429,chr11,89546637,89589611
ENSG00000279045,chr11,89548130,89548795
ENSG00000279056,chr11,89556860,89557205
ENSG00000280201,chr11,89576913,89577652
FOLH1B,chr11,89639237,89698718
UBTFL10,chr11,89700764,89701325
ENSG00000279163,chr11,89704164,89704658
TRIM77,chr11,89710299,89717872
ENSG00000255486,chr11,89723482,89727253
ENSG00000255540,chr11,89731017,89734782
UBTFL2,chr11,89752785,89753975
ENSG00000254971,chr11,89753982,89754953
ENSG00000255170,chr11,89764884,89765138
ENSG00000204456,chr11,89766440,89768836
TRIM64DP,chr11,89776981,89782582
ENSG00000255162,chr11,89785945,89787838
ENSG00000255285,chr11,89789412,89789733
TRIM49,chr11,89797655,89808575
ENSG00000250946,chr11,89820082,89826922
TRIM53BP,chr11,89841997,89850970
TRIM51BP,chr11,89854953,89862893
ENSG00000254558,chr11,89863848,89865550
TRIM64B,chr11,89869282,89876017
ENSG00000255235,chr11,89883927,89886213
ENSG00000254617,chr11,89887366,89889991
ENSG00000254785,chr11,89895799,89900449
MTND1P35,chr11,89908540,89909047
TRIM49D1,chr11,89911111,89922245
TRIM49D2,chr11,89924064,89933063
ENSG00000254818,chr11,89944035,89949402
ENSG00000278837,chr11,89954593,89954908
ENSG00000255360,chr11,89955146,89957165
ENSG00000254655,chr11,89960422,89960624
TRIM64,chr11,89968502,89974072
ENSG00000255305,chr11,89978540,89980661
TRIM51EP,chr11,89981441,89989559
TRIM53AP,chr11,89993536,89999741
ENSG00000255184,chr11,90017611,90024511
TRIM49C,chr11,90031106,90042025
ENSG00000254803,chr11,90049945,90050266
ENSG00000254916,chr11,90051837,90053736
TRIM64EP,chr11,90057605,90062999
ENSG00000255011,chr11,90071136,90073055
ENSG00000254888,chr11,90074839,90075096
UBTFL1,chr11,90085950,90087131
ENSG00000254436,chr11,90098421,90098817
ENSG00000286665,chr11,90110638,90112022
ENSG00000207299,chr11,90118391,90118461
ENSG00000279299,chr11,90125658,90126061
NAALAD2,chr11,90131515,90192894
ENSG00000280385,chr11,90193614,90198120
CHORDC1,chr11,90200429,90223077
ENSG00000280367,chr11,90223153,90226538
DISC1FP1,chr11,90251204,90915052
TUBAP2,chr11,90282560,90284172
MIR4490,chr11,90555774,90555857
ENSG00000280430,chr11,90731110,90731723
MIR1261,chr11,90869121,90869202
ENSG00000280085,chr11,90972316,90972521
ENSG00000279209,chr11,91013787,91015299
ENSG00000279438,chr11,91093875,91094260
OSBPL9P2,chr11,91114724,91115951
OSBPL9P3,chr11,91115961,91116555
LINC02748,chr11,91157994,91234388
ENSG00000280124,chr11,91184934,91185543
ENSG00000278980,chr11,91208838,91209590
ENSG00000280093,chr11,91382909,91383289
LINC02756,chr11,91794319,91872086
TUBB4BP4,chr11,91949731,91950034
ENSG00000278859,chr11,91992833,91993255
RPL7AP57,chr11,92161106,92161889
FAT3,chr11,92224818,92896473
NDUFB11P1,chr11,92336032,92336496
PGAM1P9,chr11,92366496,92367250
ENSG00000254705,chr11,92400191,92408176
RPS3AP42,chr11,92498152,92498935
ENSG00000255506,chr11,92748732,92766867
LINC02746,chr11,92913227,92915644
ENSG00000255127,chr11,92914603,92931322
SNRPGP16,chr11,92937441,92937666
ENSG00000254874,chr11,92965797,92966603
MTNR1B,chr11,92969651,92985066
RPL26P31,chr11,93052395,93052827
ENSG00000278892,chr11,93071529,93072031
ENSG00000279304,chr11,93133855,93134164
SLC36A4,chr11,93144174,93197991
ENSG00000255445,chr11,93152075,93152750
ENSG00000280379,chr11,93171134,93171906
ENSG00000279269,chr11,93206990,93207583
ENSG00000233737,chr11,93221486,93221630
ENSG00000255233,chr11,93240133,93241168
ENSG00000279684,chr11,93286629,93288903
DEUP1,chr11,93329971,93438487
SMCO4,chr11,93478472,93543391
SRP14P2,chr11,93535468,93535816
RN7SL223P,chr11,93556913,93557206
ENSG00000279454,chr11,93587703,93588559
ENSG00000278953,chr11,93592187,93592669
ENSG00000255515,chr11,93609760,93610333
CEP295,chr11,93661682,93730358
Y_RNA,chr11,93719603,93719715
SCARNA9,chr11,93721513,93721865
ENSG00000275146,chr11,93721542,93721621
ENSG00000273885,chr11,93721797,93721866
ENSG00000279696,chr11,93726654,93729805
TAF1D,chr11,93729948,93784391
SNORA25,chr11,93730513,93730646
SNORA32,chr11,93730979,93731099
SNORD6,chr11,93731502,93731574
SNORA1,chr11,93732004,93732133
SNORA8,chr11,93732361,93732499
SNORD5,chr11,93733228,93733300
SNORA18,chr11,93733466,93733597
MIR1304,chr11,93733674,93733764
SNORA40,chr11,93735111,93735236
C11orf54,chr11,93741591,93764749
ENSG00000284057,chr11,93741664,93812378
MED17,chr11,93784227,93814963
VSTM5,chr11,93818232,93850618
Y_RNA,chr11,93827622,93827734
ENSG00000255995,chr11,93991346,93991429
HPRT1P3,chr11,93998643,93999218
HEPHL1,chr11,94021354,94114208
PHBP16,chr11,94055023,94055972
PANX1,chr11,94128841,94181968
ENSG00000250519,chr11,94185439,94282203
ARPC3P3,chr11,94188449,94188997
IZUMO1R,chr11,94304580,94308146
GPR83,chr11,94377316,94401419
MRE11,chr11,94415570,94493885
MIR548L,chr11,94466495,94466580
ENSG00000255893,chr11,94472908,94473570
ANKRD49,chr11,94493979,94499578
C11orf97,chr11,94512461,94532123
PIWIL4,chr11,94543840,94621421
FUT4,chr11,94543921,94549895
PIWIL4-AS1,chr11,94545330,94740355
ENSG00000280167,chr11,94559018,94559374
ENSG00000233536,chr11,94638038,94640833
LINC02700,chr11,94638045,94652884
ENSG00000288789,chr11,94650329,94650433
AMOTL1,chr11,94706431,94876748
ENSG00000256469,chr11,94874052,94925521
ST13P11,chr11,94913047,94913766
CWC15,chr11,94962620,94973586
KDM4D,chr11,94973709,94999519
ENSG00000255653,chr11,95011858,95012532
KDM4E,chr11,95025258,95027596
ENSG00000274486,chr11,95030549,95031245
ENSG00000256779,chr11,95037482,95039811
ENSG00000257012,chr11,95040411,95041571
KDM4F,chr11,95049422,95051338
ENSG00000277984,chr11,95057282,95057984
SRSF8,chr11,95066919,95071225
ENDOD1,chr11,95089846,95132645
BUD13P1,chr11,95143637,95145125
ENSG00000270578,chr11,95145437,95146004
ENSG00000245552,chr11,95150539,95234391
SESN3,chr11,95165513,95232541
ENSG00000282834,chr11,95203727,95204033
ENSG00000250390,chr11,95482406,95497553
ENSG00000285842,chr11,95571040,95748715
ENSG00000255605,chr11,95698086,95700623
ENSG00000273600,chr11,95756959,95757442
FAM76B,chr11,95768953,95790409
CEP57,chr11,95789965,95832693
MTMR2,chr11,95821766,95925315
RNA5SP345,chr11,95840017,95840124
RPL32P25,chr11,95963219,95963624
MAML2,chr11,95976598,96343195
ENSG00000285921,chr11,96092374,96137827
MIR1260B,chr11,96341438,96341526
CCDC82,chr11,96349241,96389956
JRKL,chr11,96389989,96507574
JRKL-AS1,chr11,96447132,96506826
RNA5SP346,chr11,96474572,96474692
LINC02737,chr11,96508425,96514748
ENSG00000254587,chr11,96590317,96985810
ENSG00000255376,chr11,96642671,96643225
MED28P5,chr11,97000274,97000711
ENSG00000270753,chr11,97086160,97086682
LINC02553,chr11,97222644,97259987
RNA5SP347,chr11,97657464,97657582
LINC02713,chr11,97878475,97959558
ENSG00000254555,chr11,97908253,97908537
ENSG00000255380,chr11,98130239,98131198
ENSG00000254939,chr11,98565074,98566827
ENSG00000254599,chr11,98676391,98683735
ENSG00000254830,chr11,98938912,98945079
CNTN5,chr11,99020949,100358885
RN7SKP53,chr11,99120176,99120490
RPA2P3,chr11,100336856,100337625
RN7SL222P,chr11,100641975,100642273
PPIAP43,chr11,100666459,100666962
ARHGAP42-AS1,chr11,100684162,100687955
ARHGAP42,chr11,100687288,100993941
RN7SKP115,chr11,100839630,100839946
PGR,chr11,101029624,101129813
PGR-AS1,chr11,101129077,101209591
ENSG00000255504,chr11,101208905,101209450
TRPC6,chr11,101451564,101872562
MIR3920,chr11,101519820,101519905
ENSG00000254506,chr11,101584295,101595156
ENSG00000254534,chr11,101765935,101769961
ANGPTL5,chr11,101890674,101916522
CEP126,chr11,101915010,102001062
CFAP300,chr11,102047437,102084554
RNA5SP535,chr11,102057854,102057960
ENSG00000260008,chr11,102107886,102109842
ENSG00000277459,chr11,102109827,102110457
YAP1,chr11,102110447,102233424
ENSG00000254422,chr11,102229851,102230922
ENSG00000243777,chr11,102295060,102295806
ENSG00000270868,chr11,102306112,102306271
ENSG00000271600,chr11,102308557,102308797
RNU6-952P,chr11,102313722,102313829
ENSG00000288528,chr11,102316173,102328586
BIRC3,chr11,102317450,102339403
ENSG00000288833,chr11,102346213,102347187
BIRC2,chr11,102347211,102378670
TMEM123,chr11,102396332,102470384
TMEM123-DT,chr11,102452919,102462008
ENSG00000255482,chr11,102467255,102498801
MMP7,chr11,102520508,102530750
MMP20,chr11,102576832,102625332
ENSG00000256916,chr11,102606916,102628070
ENSG00000281655,chr11,102641095,102683913
MMP27,chr11,102691487,102705769
MMP8,chr11,102711796,102727050
WTAPP1,chr11,102746968,102836766
ENSG00000225678,chr11,102751070,102754943
ENSG00000256254,chr11,102766801,102767927
MMP10,chr11,102770502,102780628
MMP1,chr11,102789401,102798160
ENSG00000256035,chr11,102806948,102807916
MMP3,chr11,102835801,102843609
MMP12,chr11,102862736,102874982
BOLA3P1,chr11,102880492,102880846
RNU7-159P,chr11,102903892,102903953
MMP13,chr11,102942995,102955732
ENSG00000276521,chr11,102963460,102966628
ENSG00000239861,chr11,103045237,103045712
DCUN1D5,chr11,103050686,103092194
ENSG00000260966,chr11,103050687,103055799
DYNC2H1,chr11,103109410,103479863
ENSG00000285878,chr11,103252217,103293705
MTCO3P15,chr11,103402013,103402586
MTATP6P15,chr11,103402588,103403422
MTCO2P15,chr11,103403512,103404167
MTCO1P15,chr11,103404309,103405834
MTND2P26,chr11,103406213,103407241
MTND1P36,chr11,103407441,103408376
ENSG00000254824,chr11,103409580,103409657
ENSG00000254987,chr11,103675994,103895271
MIR4693,chr11,103849906,103849980
PDGFD,chr11,103907189,104164379
ENSG00000255548,chr11,103945548,103946546
DDI1,chr11,104036640,104039196
ENSG00000280773,chr11,104252591,104252651
LINC02552,chr11,104445868,104609498
ENSG00000270449,chr11,104682383,104682581
ENSG00000254569,chr11,104873264,104873417
CASP12,chr11,104885718,104898670
CASP4LP,chr11,104901549,104919073
CASP4,chr11,104942866,104969366
ENSG00000284715,chr11,104975356,104976116
CASP5,chr11,104994235,105023168
CASP1,chr11,105025443,105035250
